keyword,date,page,position,title,author,publisher,pages,publication_date,sales_rank,image,asin,,,,,,,
history of cocaine,59:46.2,3,27,Freeway Rick Ross: The Untold Autobiography,Rick Ross,Freeway Studios,300,00:00.0,83233,https://images-na.ssl-images-amazon.com/images/I/61WaFCI5WFL._SL75_.jpg,B00KYH2N90,,,,,,,
history of cocaine,59:47.2,4,31,Delicious Foods: A Novel,James Hannaham,"Little, Brown and Company",384,00:00.0,424125,https://images-na.ssl-images-amazon.com/images/I/41pZpblCj1L._SL75_.jpg,B00KVK349S,,,,,,,
history of cocaine,59:47.2,4,35,"Dark Alliance: The CIA, the Contras, and the Cocaine Explosion",Gary Webb,Seven Stories Press,601,00:00.0,53222,https://images-na.ssl-images-amazon.com/images/I/51GMmzhaQEL._SL75_.jpg,B001ESCPFA,,,,,,,
history of cocaine,59:47.2,4,39,Lips Unsealed: A Memoir,Belinda Carlisle,Crown Archetype,282,00:00.0,212928,https://images-na.ssl-images-amazon.com/images/I/41Zste-eFaL._SL75_.jpg,B0036S4EWS,,,,,,,
history of cocaine,59:48.4,5,43,"An Anatomy of Addiction: Sigmund Freud, William Halsted, and the Miracle Drug Cocaine",Howard Markel,Vintage,352,00:00.0,636723,https://images-na.ssl-images-amazon.com/images/I/51Z1W27mQrL._SL75_.jpg,B004J4WJXE,,,,,,,
history of cocaine,59:48.4,5,47,Inside Studio 54,Mark Fleischman,"Rare Bird Books, A Vireo Book",368,00:00.0,121765,https://images-na.ssl-images-amazon.com/images/I/51nUkNC59EL._SL75_.jpg,B075F33MHB,,,,,,,
history of cocaine,59:49.5,6,51,"Convicted: A Crooked Cop, an Innocent Man, and an Unlikely Journey of Forgiveness and Friendship",Mark A. Tabb,WaterBrook,204,00:00.0,249126,https://images-na.ssl-images-amazon.com/images/I/51XfzCs5sDL._SL75_.jpg,B01N4HITB0,,,,,,,
history of cocaine,59:49.5,6,55,"Orange Sunshine: The Brotherhood of Eternal Love and Its Quest to Spread Peace, Love, and Acid to the World",Nicholas Schou,Thomas Dunne Books,321,00:00.0,622631,https://images-na.ssl-images-amazon.com/images/I/51yuMjATipL._SL75_.jpg,B004RCNVMG,,,,,,,
history of cocaine,59:49.5,6,59,Colombiano,Rusty Young,Havelock & Baker,813,00:00.0,430303,https://images-na.ssl-images-amazon.com/images/I/51SRViQ1aZL._SL75_.jpg,B07N4K5GVB,,,,,,,
history of cocaine,59:50.7,7,63,The Politics of Cocaine: How U.S. Foreign Policy Has Created a Thriving Drug Industry in Central and South America,William L. Marcy,Chicago Review Press,369,00:00.0,437598,https://images-na.ssl-images-amazon.com/images/I/51Bi-1bSzkL._SL75_.jpg,B005HF3PS2,,,,,,,
history of cocaine,59:50.7,7,67,Just Between You And Me: A Memoir,Myles Goodwyn,HarperCollins Publishers,378,00:00.0,729472,https://images-na.ssl-images-amazon.com/images/I/51jQzvz6i4L._SL75_.jpg,B01BSKBR84,,,,,,,
history of cocaine,59:51.6,8,71,The Cali Cartel: Beyond Narcos (War On Drugs Book 4),Shaun Attwood,Gadfly Press,214,00:00.0,144491,https://images-na.ssl-images-amazon.com/images/I/51auOkQMmdL._SL75_.jpg,B071L95TQF,,,,,,,
history of cocaine,59:51.6,8,75,The Detroit True Crime Chronicles: Tales of Murder and Mayhem in the Motor City,Scott M. Burnstein,"Camino Books, Inc.",240,00:00.0,785832,https://images-na.ssl-images-amazon.com/images/I/5128LWdRw7L._SL75_.jpg,B00C5PU1O8,,,,,,,
history of cocaine,59:51.6,8,79,Operation Wide Receiver: An Informant's Struggle to Expose the Corruption and Deceit That Led to Operation Fast and Furious,Mike Detty,Skyhorse Publishing,272,00:00.0,597743,https://images-na.ssl-images-amazon.com/images/I/51cMW91LHiL._SL75_.jpg,B00W0LW7TE,,,,,,,
history of cocaine,59:52.9,9,83,Bowie In Berlin: A New Career In A New Town,Thomas Jerome Seabrook,Jawbone Press,272,00:00.0,893394,https://images-na.ssl-images-amazon.com/images/I/510lxF7A%2B1L._SL75_.jpg,B007D852J6,,,,,,,
history of cocaine,59:52.9,9,87,"A Secret History of Coffee, Coca & Cola",Ricardo Cort??s,Akashic Books,64,00:00.0,1485567,https://images-na.ssl-images-amazon.com/images/I/61RfClhAvkL._SL75_.jpg,B00ADR0LTU,,,,,,,
history of cocaine,59:54.0,10,91,"Back to Our Future: How the 1980s Explains the World We Live in Now--Our Culture, Our Politics, Our Everything",David Sirota,Ballantine Books,305,00:00.0,384869,https://images-na.ssl-images-amazon.com/images/I/51OfeL2BDHL._SL75_.jpg,B004DEPESW,,,,,,,
history of cocaine,59:54.0,10,95,It Must've Been the Mistletoe,L.P.  Dover,Books by L.P. Dover LLC,268,00:00.0,392888,https://images-na.ssl-images-amazon.com/images/I/51BR4MYoKLL._SL75_.jpg,B077TDRQXY,,,,,,,
history of cocaine,59:54.0,10,99,Absinthe--The Cocaine of the Nineteenth Century: A History of the Hallucinogenic Drug and Its Effect on Artists and Writers in Europe and the United States,Doris Lanier,McFarland,194,00:00.0,2193042,https://images-na.ssl-images-amazon.com/images/I/51xqf7QdFfL._SL75_.jpg,B01MSYD387,,,,,,,
history of cocaine,59:44.0,1,2,Cocaine + Surfing: A Sordid History of Surfing's Greatest Love Affair,Chas Smith,"Rare Bird Books, A Vireo Book",256,00:00.0,139115,https://images-na.ssl-images-amazon.com/images/I/51zcMGMjKxL._SL75_.jpg,B07D36Q14V,,,,,,,
history of cocaine,59:44.0,1,6,The Pittsburgh Cocaine Seven: How a Ragtag Group of Fans Took the Fall for Major League Baseball,Aaron Skirboll,Chicago Review Press,296,00:00.0,186263,https://images-na.ssl-images-amazon.com/images/I/51l87MXPA8L._SL75_.jpg,B005AK6MAC,,,,,,,
history of cocaine,59:44.0,1,10,El Narco: Inside Mexico's Criminal Insurgency,Ioan Grillo,Bloomsbury Press,353,00:00.0,28701,https://images-na.ssl-images-amazon.com/images/I/513BIDp2DmL._SL75_.jpg,B005TIM8BW,,,,,,,
history of cocaine,59:45.1,2,14,The Poison Squad: One Chemist's Single-Minded Crusade for Food Safety at the Turn of the Twentieth Century,Deborah Blum,Penguin Press,352,00:00.0,47601,https://images-na.ssl-images-amazon.com/images/I/51AMysmoJQL._SL75_.jpg,B079WNPRRQ,,,,,,,
history of cocaine,59:45.1,2,18,His Favorites: A Novel,Kate Walbert,Scribner,160,00:00.0,6363,https://images-na.ssl-images-amazon.com/images/I/4149QEVCzFL._SL75_.jpg,B01A5TX1GA,,,,,,,
history of cocaine,59:46.2,3,22,Hotel Scarface: Where Cocaine Cowboys Partied and Plotted to Control Miami,Roben Farzad,Berkley,347,00:00.0,116645,https://images-na.ssl-images-amazon.com/images/I/61ih9tqxawL._SL75_.jpg,B01N5UFLHE,,,,,,,
history of cocaine,59:46.2,3,26,I'm Keith Hernandez: A Memoir,Keith Hernandez,"Little, Brown and Company",352,00:00.0,69586,https://images-na.ssl-images-amazon.com/images/I/51M6GwdEffL._SL75_.jpg,B01LL8BUWG,,,,,,,
history of cocaine,59:46.2,3,30,War On Drugs Box Set,Shaun Attwood,Gadfly Press,688,00:00.0,117404,https://images-na.ssl-images-amazon.com/images/I/51LNrReaAAL._SL75_.jpg,B0767QBLXM,,,,,,,
history of cocaine,59:47.2,4,34,Pablo Escobar: Beyond Narcos (War On Drugs Book 1),Shaun Attwood,Gadfly Press,292,00:00.0,9955,https://images-na.ssl-images-amazon.com/images/I/51fIgYdGEOL._SL75_.jpg,B01HFJ3YMO,,,,,,,
history of cocaine,59:47.2,4,38,A History of Smuggling in Florida: Rumrunners and Cocaine Cowboys,Stan Zimmerman,The History Press,128,00:00.0,513165,https://images-na.ssl-images-amazon.com/images/I/51hv6Oftn-L._SL75_.jpg,B00XQR2QAG,,,,,,,
history of cocaine,59:48.4,5,42,Friends of the Dusk (Merrily Watkins Mysteries Book 13),Phil Rickman,Atlantic Books,384,00:00.0,428701,https://images-na.ssl-images-amazon.com/images/I/51nTvetsYNL._SL75_.jpg,B01CN2HRTY,,,,,,,
history of cocaine,59:48.4,5,46,The Sound of Things Falling,Juan Gabriel V??squez,Riverhead Books,290,00:00.0,290980,https://images-na.ssl-images-amazon.com/images/I/51aNVuWkevL._SL75_.jpg,B00AEDDPGE,,,,,,,
history of cocaine,59:48.4,5,50,El ruido de las cosas al caer (Premio Alfaguara de novela 2011) (Spanish Edition),Juan Gabriel V??squez,ALFAGUARA,272,00:00.0,234634,https://images-na.ssl-images-amazon.com/images/I/5110SPGqz3L._SL75_.jpg,B00634NZUE,,,,,,,
history of cocaine,59:49.5,6,54,"Loving Pablo, Hating Escobar",Virginia Vallejo,Vintage,455,00:00.0,566502,https://images-na.ssl-images-amazon.com/images/I/51BliNVcgJL._SL75_.jpg,B06XBQ8LGR,,,,,,,
history of cocaine,59:49.5,6,58,Betrayal In Blue: The Shocking Memoir Of The Scandal That Rocked The NYPD,Burl Barer,WildBlue Press,270,00:00.0,88449,https://images-na.ssl-images-amazon.com/images/I/51CnYX4W5JL._SL75_.jpg,B01M1UZFB0,,,,,,,
history of cocaine,59:50.7,7,62,"Kings of Cocaine: Inside the Medell??n Cartel - An Astonishing True Story of Murder, Money and International Corruption",Guy Gugliotta,Garrett County Press,391,00:00.0,279834,https://images-na.ssl-images-amazon.com/images/I/514ecyH1SxL._SL75_.jpg,B00USC6SYC,,,,,,,
history of cocaine,59:50.7,7,66,Rough Treatment (The Charlie Resnick Mysteries Book 2),John Harvey,MysteriousPress.com/Open Road,356,00:00.0,549068,https://images-na.ssl-images-amazon.com/images/I/51pTEjHJWtL._SL75_.jpg,B006ZE1K5E,,,,,,,
history of cocaine,59:50.7,7,70,The Cali Cartel: Beyond Narcos (War On Drugs Book 4),Shaun Attwood,Gadfly Press,214,00:00.0,144491,https://images-na.ssl-images-amazon.com/images/I/51auOkQMmdL._SL75_.jpg,B071L95TQF,,,,,,,
history of cocaine,59:51.6,8,74,Nemesis: One Man and the Battle for Rio,Misha Glenny,Vintage,283,00:00.0,686143,https://images-na.ssl-images-amazon.com/images/I/51tjSQisT7L._SL75_.jpg,B00XG95GVU,,,,,,,
history of cocaine,59:51.6,8,78,Loose Canon: A Lost Angeles Novel (#2 in the steamy paranormal/urban fantasy romance epic series),Lisa Mantchev,Capriquarius Press,413,00:00.0,241787,https://images-na.ssl-images-amazon.com/images/I/51jvHeElEwL._SL75_.jpg,B0139VV14K,,,,,,,
history of cocaine,59:52.9,9,82,"Cocaine, Death Squads, and the War on Terror: U.S. Imperialism and Class Struggle in Colombia",Oliver Villar,Monthly Review Press,273,00:00.0,1082850,https://images-na.ssl-images-amazon.com/images/I/51yxeGm3d6L._SL75_.jpg,B007JFD74K,,,,,,,
history of cocaine,59:52.9,9,86,A BRIEF CONCEPT AND HISTORY OF COCAINE AND THE MECHANISM OF ACTION IN THE BRAIN,Catarine Conti,NULL,NULL,00:00.0,3092364,https://images-na.ssl-images-amazon.com/images/I/51Fv%2B6Ki82L._SL75_.jpg,B07NKT1P8X,,,,,,,
history of cocaine,59:52.9,9,90,Cocaine Nation: How the White Trade Took Over the World,Thomas Feiling,Pegasus Books,356,00:00.0,1376986,https://images-na.ssl-images-amazon.com/images/I/41LfU1GPdDL._SL75_.jpg,B00M9Z3V1Y,,,,,,,
history of cocaine,59:54.0,10,94,"Narcotics: Nicotine, Alcohol, Cocaine, Peyote, Morphine, Ether",Stanislaw Ignacy Witkiewicz,Twisted Spoon Press,198,00:00.0,501185,https://images-na.ssl-images-amazon.com/images/I/41qra1XgDyL._SL75_.jpg,B077Q5DJJD,,,,,,,
history of cocaine,59:54.0,10,98,"Drug Trafficking, Organized Crime, and Violence in the Americas Today",,University Press of Florida,448,00:00.0,476200,https://images-na.ssl-images-amazon.com/images/I/51d-5hhKGDL._SL75_.jpg,B071X7GF8F,,,,,,,
cocaine business,01:21.4,1,3,Killing Pablo: The Hunt for the World's Greatest Outlaw,Mark Bowden,Atlantic Monthly Press,307,00:00.0,44184,https://images-na.ssl-images-amazon.com/images/I/518UESGvRlL._SL75_.jpg,B008UX3ITE,,,,,,,
cocaine business,01:21.4,1,7,War On Drugs Box Set,Shaun Attwood,Gadfly Press,688,00:00.0,117404,https://images-na.ssl-images-amazon.com/images/I/51LNrReaAAL._SL75_.jpg,B0767QBLXM,,,,,,,
cocaine business,01:22.5,2,11,American Desperado: My Life--From Mafia Soldier to Cocaine Cowboy to Secret Government Asset,Jon Roberts,Crown,562,00:00.0,198784,https://images-na.ssl-images-amazon.com/images/I/51KxDqX%2B%2B2L._SL75_.jpg,B004N636AS,,,,,,,
cocaine business,01:22.5,2,15,Wild Tales: A Rock & Roll Life,Graham Nash,Crown Archetype,394,00:00.0,76041,https://images-na.ssl-images-amazon.com/images/I/51XxnO9WyGL._SL75_.jpg,B00C4BA6KC,,,,,,,
cocaine business,01:22.5,2,19,Missionary Stew,Ross Thomas,St. Martin's Griffin,308,00:00.0,683552,https://images-na.ssl-images-amazon.com/images/I/5119u3jw4NL._SL75_.jpg,B003E4CYAS,,,,,,,
cocaine business,01:23.7,3,23,Snowblind: A Brief Career in the Cocaine Trade,Robert Sabbag,Grove Press,321,00:00.0,383801,https://images-na.ssl-images-amazon.com/images/I/41osQr5wwBL._SL75_.jpg,B003OYIKV0,,,,,,,
cocaine business,01:23.7,3,27,Houston Attack (Hawker Book 5),Randy Wayne White,Open Road Media Mystery & Thriller,170,00:00.0,360836,https://images-na.ssl-images-amazon.com/images/I/51WvKOj4ozL._SL75_.jpg,B016LP336U,,,,,,,
cocaine business,01:24.5,4,31,For the Love of Money: A Memoir,Sam Polk,Scribner,289,00:00.0,587174,https://images-na.ssl-images-amazon.com/images/I/41a6mHMxvKL._SL75_.jpg,B0176M3XK8,,,,,,,
cocaine business,01:24.5,4,35,A Secret History of Brands: The Dark and Twisted Beginnings of the Brand Names We Know and Love,Matt MacNabb,Pen & Sword History,160,00:00.0,1033305,https://images-na.ssl-images-amazon.com/images/I/51hcR3cgIuL._SL75_.jpg,B0754KVVMW,,,,,,,
cocaine business,01:24.5,4,39,"Behind Her Miami Badge: Undercover, the Cocaine Wars, and Life in the Fast Lane",Floy Turner,Storehouse Media Group,314,00:00.0,397338,https://images-na.ssl-images-amazon.com/images/I/61yX-181T0L._SL75_.jpg,B018TD8FYW,,,,,,,
cocaine business,01:25.6,5,43,"Coca Yes, Cocaine No: How Bolivia's Coca Growers Reshaped Democracy",Thomas Grisaffi,Duke University Press Books,266,00:00.0,3276271,https://images-na.ssl-images-amazon.com/images/I/51ACS6RAosL._SL75_.jpg,B07M5QL6PM,,,,,,,
cocaine business,01:25.6,5,47,The Wait for Shadows (Shadow Series Book 2),Karl Holton,Thuja Publishing,372,00:00.0,681087,https://images-na.ssl-images-amazon.com/images/I/512LScoRu4L._SL75_.jpg,B078LM9GWK,,,,,,,
cocaine business,01:26.8,6,51,Mel and the Mob (The Misadventures of Mel Jones Book 1),Molly V. Lovell,Solstice Publishing - Summer Solstice Imprint,186,00:00.0,1599637,https://images-na.ssl-images-amazon.com/images/I/51sw-0nPL6L._SL75_.jpg,B07BK7LR96,,,,,,,
cocaine business,01:26.8,6,55,"The Broke Rockstar: How to get high in a mansion, party with pretty women and get laid.",Jacob Hart,NULL,44,00:00.0,NULL,https://images-na.ssl-images-amazon.com/images/I/51bjSQ4wFQL._SL75_.jpg,B07PMHZ75Z,,,,,,,
cocaine business,01:26.8,6,59,Highway 126: A Novella,Eddie Mulnix,Wagons of Sin Press,51,00:00.0,2617199,https://images-na.ssl-images-amazon.com/images/I/51sCcUuTiCL._SL75_.jpg,B01N426EGA,,,,,,,
cocaine business,01:27.9,7,63,The White Jaguar,William Appel,Scheherazade Books,162,00:00.0,2310387,https://images-na.ssl-images-amazon.com/images/I/51iaZ09UCKL._SL75_.jpg,B01M8KGZUM,,,,,,,
cocaine business,01:27.9,7,67,Economics of the New Slavery,George Haynes,Americana Press,464,00:00.0,NULL,https://images-na.ssl-images-amazon.com/images/I/413v9urUQCL._SL75_.jpg,B07F5KQ5SQ,,,,,,,
cocaine business,01:28.8,8,71,Setback For The Comeback,Anthony McCauley,NULL,46,00:00.0,3271558,https://images-na.ssl-images-amazon.com/images/I/51EuuyarTyL._SL75_.jpg,B00SLYVD5S,,,,,,,
cocaine business,01:28.9,8,75,Getting Down in Uptown: An Erotic Business-Trip Encounter (Suggestive: A Collection of Erotic Encounters Book 4),Penny Vonn,Penny Vonn,12,00:00.0,2699697,https://images-na.ssl-images-amazon.com/images/I/51Ip%2BynjVrL._SL75_.jpg,B0182MKOV2,,,,,,,
cocaine business,01:21.4,1,4,Gringo: My Life on the Edge as an International Fugitive,"Dan Tito""  Davis""",NULL,267,00:00.0,44130,https://images-na.ssl-images-amazon.com/images/I/51sJtu1Jw7L._SL75_.jpg,B072HFPZSF,,,,,,,
cocaine business,01:21.4,1,8,George Harrison: Behind The Locked Door,Graeme Thomson,Omnibus Press,372,00:00.0,69556,https://images-na.ssl-images-amazon.com/images/I/51ZfWlbrFZL._SL75_.jpg,B00FSV7JH8,,,,,,,
cocaine business,01:22.5,2,12,Freeway Rick Ross: The Untold Autobiography,Rick Ross,Freeway Studios,300,00:00.0,83233,https://images-na.ssl-images-amazon.com/images/I/61WaFCI5WFL._SL75_.jpg,B00KYH2N90,,,,,,,
cocaine business,01:22.5,2,16,The Infiltrator: The True Story of One Man Against the Biggest Drug Cartel in History,Robert Mazur,"Little, Brown and Company",368,00:00.0,282709,https://images-na.ssl-images-amazon.com/images/I/51KawrAt5eL._SL75_.jpg,B002JCJ6S4,,,,,,,
cocaine business,01:22.5,2,20,Girlvert: A Porno Memoir,Oriana Small,"Rare Bird Books, A Barnacle Book",312,00:00.0,125814,https://images-na.ssl-images-amazon.com/images/I/51kEvGrCu-L._SL75_.jpg,B00CYNTWV4,,,,,,,
cocaine business,01:23.7,3,24,Andean Cocaine: The Making of a Global Drug,Paul Gootenberg,The University of North Carolina Press,462,00:00.0,521547,https://images-na.ssl-images-amazon.com/images/I/51DFtIFPy4L._SL75_.jpg,B00ZVEH24C,,,,,,,
cocaine business,01:23.7,3,28,Make Me Stay: The Panic Series,Sidney Halston,Loveswept,211,00:00.0,307061,https://images-na.ssl-images-amazon.com/images/I/51rKYdLYfsL._SL75_.jpg,B01LZD1DKL,,,,,,,
cocaine business,01:24.5,4,32,Credit and Cocaine Lines: Business Secrets Your MBA Does Not Teach You,Nadia Arain,NULL,47,00:00.0,1936676,https://images-na.ssl-images-amazon.com/images/I/515C2THP72L._SL75_.jpg,B01066E5X0,,,,,,,
cocaine business,01:24.5,4,36,Double Dare: Inspired by the True Story of a Man Caught Between the Mafia and the Law,Edward Keyes,MysteriousPress.com/Open Road,263,00:00.0,1164184,https://images-na.ssl-images-amazon.com/images/I/51zKwRQiVSL._SL75_.jpg,B01MRXL7T3,,,,,,,
cocaine business,01:24.5,4,40,Coca Wine: Angelo Mariani?????s Miraculous Elixir and the Birth of Modern Advertising,Aymon de Lestrange,Park Street Press,262,00:00.0,1891644,https://images-na.ssl-images-amazon.com/images/I/618zpnq0weL._SL75_.jpg,B07CGDDYB5,,,,,,,
cocaine business,01:25.6,5,44,My Porn Star Business Cocaine Factory Living Room.: You Said This. (Cocaine. 1967. Book 59),Joseph Alizio Jr,Joseph Alizio Jr.,1030,00:00.0,NULL,https://images-na.ssl-images-amazon.com/images/I/61K-EZkzLML._SL75_.jpg,B075DBZ9ZP,,,,,,,
cocaine business,01:25.6,5,48,"Bette, Unscripted: A Dark Psychological Drama",JB Trepagnier,NULL,283,00:00.0,1301204,https://images-na.ssl-images-amazon.com/images/I/51Nzju-%2BQJL._SL75_.jpg,B079HKKYS9,,,,,,,
cocaine business,01:26.8,6,52,Burning Ditches and Getting the Green Light: My account of the life and times of 80s 90s Nebraska original rock band Such Sweet Thunder,Daniel Ostdiek,NULL,45,00:00.0,2887403,https://images-na.ssl-images-amazon.com/images/I/51o%2BMWv-qqL._SL75_.jpg,B00Q5L84NI,,,,,,,
cocaine business,01:26.8,6,56,Dirty White,Brian Freemantle,Open Road Media Mystery & Thriller,342,00:00.0,1785567,https://images-na.ssl-images-amazon.com/images/I/51ypPhJLgbL._SL75_.jpg,B005HA9ICO,,,,,,,
cocaine business,01:26.8,6,60,The War On Illegal Drugs: That Does Not Exist (Political Fictions Revealed Book 4),Daniel Horne,Freedom Road Publishing,15,00:00.0,3310331,https://images-na.ssl-images-amazon.com/images/I/41UYMH7NzvL._SL75_.jpg,B011SOIC60,,,,,,,
cocaine business,01:27.9,7,64,"Illegal Drugs, Drug Trafficking and Violence in Latin America",Marcelo Bergman,Springer,168,00:00.0,3620836,https://images-na.ssl-images-amazon.com/images/I/41jh8t82odL._SL75_.jpg,B07B4VXY9B,,,,,,,
cocaine business,01:27.9,7,68,99:1 . STORIES FROM THE WAR AGAINST DRUGS.: THE BUSINESS MAN'S GUIDE TO STRESS AND THE GOOD TIMES,dan twenty,NULL,452,00:00.0,3530155,https://images-na.ssl-images-amazon.com/images/I/51ZXW8--a0L._SL75_.jpg,B00MBFPQS8,,,,,,,
cocaine business,01:28.9,8,72,Certified,Jacob Yervan,AuthorHouse UK,100,00:00.0,3627985,https://images-na.ssl-images-amazon.com/images/I/51RL0fW8U9L._SL75_.jpg,B0794L8PZW,,,,,,,
cocaine business,01:28.9,8,76,An Industrial Geography of Cocaine (Latin American Studies),Christian M. Allen,Routledge,166,00:00.0,3933584,https://images-na.ssl-images-amazon.com/images/I/41ItVLi40PL._SL75_.jpg,B00FVVI672,,,,,,,
cocaine business,01:21.4,1,2,Outwitting the Devil: The Secret to Freedom and Success,Napoleon Hill,Sterling,290,00:00.0,16851,https://images-na.ssl-images-amazon.com/images/I/517o-Y8DYXL._SL75_.jpg,B0751KHZ1X,,,,,,,
cocaine business,01:21.4,1,6,Cocaine,Marc Olden,MysteriousPress.com/Open Road,201,00:00.0,444528,https://images-na.ssl-images-amazon.com/images/I/41UZLThR5VL._SL75_.jpg,B008F4NSXO,,,,,,,
cocaine business,01:21.4,1,10,"Addiction, Procrastination, and Laziness: A Proactive Guide to the Psychology of Motivation",Roman Gelperin,The Self-Actualized Press,123,00:00.0,22465,https://images-na.ssl-images-amazon.com/images/I/51vqZCesucL._SL75_.jpg,B075Q49QPX,,,,,,,
cocaine business,01:22.5,2,14,Mistress of Justice: A Novel,Jeffery Deaver,Bantam,369,00:00.0,90494,https://images-na.ssl-images-amazon.com/images/I/51So8MPUp5L._SL75_.jpg,B004QWZGVG,,,,,,,
cocaine business,01:22.5,2,18,The 21 Keys of Success,Kolie Crutcher,Kolie Crutcher,253,00:00.0,199055,https://images-na.ssl-images-amazon.com/images/I/51jan2V8FeL._SL75_.jpg,B07PGFCHT9,,,,,,,
cocaine business,01:23.7,3,22,"Six Months @ Camp: A Drug Trafficker?????s Story (The marijuana business is done with a hand shake, the cocaine business is done with a gun. Book 1)",Eli Padilla,NULL,128,00:00.0,2434098,https://images-na.ssl-images-amazon.com/images/I/51JWoIrLhtL._SL75_.jpg,B003Z0D284,,,,,,,
cocaine business,01:23.7,3,26,The Politics of Cocaine: How U.S. Foreign Policy Has Created a Thriving Drug Industry in Central and South America,William L. Marcy,Chicago Review Press,369,00:00.0,437598,https://images-na.ssl-images-amazon.com/images/I/51Bi-1bSzkL._SL75_.jpg,B005HF3PS2,,,,,,,
