keyword,date,page,position,title,author,publisher,pages,publication_date,sales_rank,image,asin,,,,,,,
books about drug addiction,15:12.4,10,99,How to Murder Your Life: A Memoir,Cat Marnell,Simon & Schuster,385,00:00.0,49169,https://images-na.ssl-images-amazon.com/images/I/41Jd-bvESkL._SL75_.jpg,B01J1XU88K,,,,,,,
books about drug addiction,15:01.9,1,2,Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,Mariner Books,337,00:00.0,11090,https://images-na.ssl-images-amazon.com/images/I/51YcNC%2Bul6L._SL75_.jpg,B003JTHWLE,,,,,,,
books about drug addiction,15:01.9,1,6,Teenage Degenerate: A Memoir that Explores the Depths of Methamphetamine and Drug Addiction,S. C. Sterling,No Bueno Publishing,260,00:00.0,16297,https://images-na.ssl-images-amazon.com/images/I/41vTWaJ0APL._SL75_.jpg,B017I16J44,,,,,,,
books about drug addiction,15:01.9,1,10,Looking for Alaska,John Green,Speak,234,00:00.0,24658,https://images-na.ssl-images-amazon.com/images/I/41weBY8EBaL._SL75_.jpg,B000YI1K0C,,,,,,,
books about drug addiction,15:02.9,2,14,The Dirt: Confessions of the World's Most Notorious Rock Band,Tommy Lee,Dey Street Books,448,00:00.0,821,https://images-na.ssl-images-amazon.com/images/I/51elsMrnPaL._SL75_.jpg,B00JOFS5BS,,,,,,,
books about drug addiction,15:02.9,2,18,The Midnight Line: A Jack Reacher Novel,Lee Child,Dell,399,00:00.0,2150,https://images-na.ssl-images-amazon.com/images/I/51uPRWh%2BGgL._SL75_.jpg,B06WP486XH,,,,,,,
books about drug addiction,15:04.1,3,22,"Karamo: My Story of Embracing Purpose, Healing, and Hope",Karamo Brown,Gallery Books,304,00:00.0,14593,https://images-na.ssl-images-amazon.com/images/I/51Hg-qCaGjL._SL75_.jpg,B07JZD1KK2,,,,,,,
books about drug addiction,15:04.1,3,26,Chasing the Scream: The First and Last Days of the War on Drugs,Johann Hari,Bloomsbury USA,404,00:00.0,16874,https://images-na.ssl-images-amazon.com/images/I/51345h-XnuL._SL75_.jpg,B00OZM4ANM,,,,,,,
books about drug addiction,15:04.1,3,30,The Language of Letting Go: Daily Meditations on Codependency (Hazelden Meditation Series),Melody Beattie,Hazelden Publishing,402,00:00.0,18663,https://images-na.ssl-images-amazon.com/images/I/51Ql5ajM4wL._SL75_.jpg,B00BS02CLG,,,,,,,
books about drug addiction,15:05.4,4,34,A Million Little Pieces,James Frey,Anchor,448,00:00.0,91352,https://images-na.ssl-images-amazon.com/images/I/41nHlDHccmL._SL75_.jpg,B000FC1MOQ,,,,,,,
books about drug addiction,15:05.4,4,38,The Hacking of the American Mind: The Science Behind the Corporate Takeover of Our Bodies and Brains,Robert H. Lustig,Avery,352,00:00.0,34535,https://images-na.ssl-images-amazon.com/images/I/51M9AEzfG0L._SL75_.jpg,B01N802BNX,,,,,,,
books about drug addiction,15:06.3,5,42,The Recovery Book: Answers to  All Your Questions About Addiction and Alcoholism and Finding Health and Happiness in Sobriety,Al J. Mooney,Workman Publishing Company,625,00:00.0,119090,https://images-na.ssl-images-amazon.com/images/I/51P8yRlIUHL._SL75_.jpg,B00KLDEL24,,,,,,,
books about drug addiction,15:06.3,5,46,Midnight Blue,L.J. Shen,NULL,340,00:00.0,2442,https://images-na.ssl-images-amazon.com/images/I/51vrSaqOplL._SL75_.jpg,B0793DH5TP,,,,,,,
books about drug addiction,15:06.3,5,50,The Teenage Brain: A Neuroscientist's Survival Guide to Raising Adolescents and Young Adults,Frances E. Jensen,Harper,372,00:00.0,57573,https://images-na.ssl-images-amazon.com/images/I/510SloHByrL._SL75_.jpg,B00GQZPHC4,,,,,,,
books about drug addiction,15:07.5,6,54,Refuge Recovery: A Buddhist Path to Recovering from Addiction,Noah Levine,HarperOne,273,00:00.0,96037,https://images-na.ssl-images-amazon.com/images/I/41sSuLIXFiL._SL75_.jpg,B00FJ3155C,,,,,,,
books about drug addiction,15:07.5,6,58,The Autobiography of Gucci Mane,Gucci Mane,Simon & Schuster,305,00:00.0,73804,https://images-na.ssl-images-amazon.com/images/I/518J3d7-lWL._SL75_.jpg,B06ZXWGVWL,,,,,,,
books about drug addiction,15:08.5,7,62,Courage to Change?????One Day at a Time in Al?Anon II,Al-Anon Family Groups,Al-Anon Family Groups,376,00:00.0,13372,https://images-na.ssl-images-amazon.com/images/I/41gxkn6vR5L._SL75_.jpg,B018W8HVNU,,,,,,,
books about drug addiction,15:08.5,7,66,Cherry: A novel,Nico Walker,Knopf,300,00:00.0,37325,https://images-na.ssl-images-amazon.com/images/I/61ku8dFEGmL._SL75_.jpg,B077LP5GLW,,,,,,,
books about drug addiction,15:08.5,7,70,The Wolf of Wall Street,Jordan Belfort,Bantam,530,00:00.0,61358,https://images-na.ssl-images-amazon.com/images/I/511YOktQ6QL._SL75_.jpg,B000W8HC8I,,,,,,,
books about drug addiction,15:09.7,8,74,Recovery: Freedom from Our Addictions,Russell Brand,Henry Holt and Co.,262,00:00.0,5620,https://images-na.ssl-images-amazon.com/images/I/51VgTjwGpWL._SL75_.jpg,B06W5P7384,,,,,,,
books about drug addiction,15:09.7,8,78,The Pearl that Broke Its Shell: A Novel,Nadia Hashimi,William Morrow,469,00:00.0,35840,https://images-na.ssl-images-amazon.com/images/I/51k-v77sfzL._SL75_.jpg,B00FJ350AI,,,,,,,
books about drug addiction,15:10.7,9,82,Girl Walks Out of a Bar: A Memoir,Lisa  Smith,SelectBooks,288,00:00.0,64487,https://images-na.ssl-images-amazon.com/images/I/41sEcX2ARwL._SL75_.jpg,B01G12I6SI,,,,,,,
books about drug addiction,15:10.7,9,86,In My Skin: A Memoir of Addiction,Kate Holden,Arcade,305,00:00.0,31487,https://images-na.ssl-images-amazon.com/images/I/31PL-Et6-iL._SL75_.jpg,B00EBO2D2O,,,,,,,
books about drug addiction,15:10.7,9,90,The Lost Years: Surviving a Mother and Daughter's Worst Nightmare,Kristina Wandzilak,Jeffers Press,280,00:00.0,77893,https://images-na.ssl-images-amazon.com/images/I/412%2BgU11zhL._SL75_.jpg,B005F7681S,,,,,,,
books about drug addiction,15:12.4,10,94,Wishful Drinking,Carrie Fisher,Simon & Schuster,178,00:00.0,52427,https://images-na.ssl-images-amazon.com/images/I/41yXpXWrgeL._SL75_.jpg,B001NLKS02,,,,,,,
books about drug addiction,15:12.4,10,98,Rewired: A Bold New Approach To Addiction and Recovery,Erica Spiegelman,Hatherleigh Press,144,00:00.0,138646,https://images-na.ssl-images-amazon.com/images/I/51E99bHCmtL._SL75_.jpg,B00N6PBBCM,,,,,,,
drug addiction books,06:39.9,1,4,More Than A Junkie,Kayla Small,NULL,168,00:00.0,29970,https://images-na.ssl-images-amazon.com/images/I/41fbsiaUlJL._SL75_.jpg,B075HQNZGW,,,,,,,
drug addiction books,06:39.9,1,8,Touchstones: A Book of Daily Meditations for Men (Hazelden Meditations),Anonymous,Hazelden Publishing,400,00:00.0,246792,https://images-na.ssl-images-amazon.com/images/I/51lYQO53bWL._SL75_.jpg,B00BS02DHO,,,,,,,
drug addiction books,06:40.9,2,12,Addiction,Margaret McHeyzer,Margaret McHeyzer,392,00:00.0,37787,https://images-na.ssl-images-amazon.com/images/I/51LpGi6CRjL._SL75_.jpg,B07FNLYHHX,,,,,,,
drug addiction books,06:40.9,2,16,Recovery: Freedom from Our Addictions,Russell Brand,Henry Holt and Co.,262,00:00.0,5970,https://images-na.ssl-images-amazon.com/images/I/51VgTjwGpWL._SL75_.jpg,B06W5P7384,,,,,,,
drug addiction books,06:40.9,2,20,The Addiction Recovery Workbook: Powerful Skills for Preventing Relapse Every Day,Paula A Freedman PsyD,Althea Press,NULL,00:00.0,224958,https://images-na.ssl-images-amazon.com/images/I/51%2BfjsX6jqL._SL75_.jpg,B07KYYF6GY,,,,,,,
drug addiction books,06:42.2,3,24,Two Kinds of Truth (A Harry Bosch Novel Book 20),Michael Connelly,"Little, Brown and Company",417,00:00.0,3517,https://images-na.ssl-images-amazon.com/images/I/51xUGca3ETL._SL75_.jpg,B06W9NKRXG,,,,,,,
drug addiction books,06:42.2,3,28,The Midnight Line: A Jack Reacher Novel,Lee Child,Dell,399,00:00.0,2356,https://images-na.ssl-images-amazon.com/images/I/51uPRWh%2BGgL._SL75_.jpg,B06WP486XH,,,,,,,
drug addiction books,06:43.1,4,32,"The Addiction Recovery Skills Workbook: Changing Addictive Behaviors Using CBT, Mindfulness, and Motivational Interviewing Techniques (New Harbinger Self-help Workbooks)",Suzette Glasner-Edwards,New Harbinger Publications,234,00:00.0,100857,https://images-na.ssl-images-amazon.com/images/I/51RLr0qixqL._SL75_.jpg,B018JKYXTG,,,,,,,
drug addiction books,06:43.1,4,36,"Save Me from Myself: How I Found God, Quit Korn, Kicked Drugs, and Lived to Tell My Story",Brian Welch,HarperOne,242,00:00.0,3443,https://images-na.ssl-images-amazon.com/images/I/51Lp8DK7IiL._SL75_.jpg,B000TDGGW4,,,,,,,
drug addiction books,06:43.1,4,40,Tweak: Growing Up on Methamphetamines,Nic Sheff,Atheneum Books for Young Readers,340,00:00.0,30286,https://images-na.ssl-images-amazon.com/images/I/51qe6YGuISL._SL75_.jpg,B001NLKUEQ,,,,,,,
drug addiction books,06:44.3,5,44,"Overcoming Opioid Addiction: The Authoritative Medical Guide for Patients, Families, Doctors, and Therapists",Adam Bisaga,The Experiment,304,00:00.0,162467,https://images-na.ssl-images-amazon.com/images/I/51acM4vbkDL._SL75_.jpg,B075G3RQ1Q,,,,,,,
drug addiction books,06:44.3,5,48,"Sing, Unburied, Sing: A Novel",Jesmyn Ward,Scribner,305,00:00.0,9759,https://images-na.ssl-images-amazon.com/images/I/515pYTNTrcL._SL75_.jpg,B01M9I7CRC,,,,,,,
drug addiction books,06:45.5,6,52,12 Stupid Things That Mess Up Recovery: Avoiding Relapse through Self-Awareness and Right Action,Allen Berger,Hazelden Publishing,129,00:00.0,429710,https://images-na.ssl-images-amazon.com/images/I/41s8yDSIzbL._SL75_.jpg,B00BS0299G,,,,,,,
drug addiction books,06:45.5,6,56,Drinking: A Love Story,Caroline Knapp,The Dial Press,304,00:00.0,28981,https://images-na.ssl-images-amazon.com/images/I/41eJ8EL-MKL._SL75_.jpg,B000FC1HSC,,,,,,,
drug addiction books,06:45.5,6,60,I Am a Heroin Addict,Ritchie Farrell,Legacy Eleven 11,240,00:00.0,203738,https://images-na.ssl-images-amazon.com/images/I/61sCnxeycmL._SL75_.jpg,B0714CFJBB,,,,,,,
drug addiction books,06:46.4,7,64,Hearts and Scars: 10 Human Stories of Addiction,Jake Parent,Modern Minimalist Press,97,00:00.0,NULL,https://images-na.ssl-images-amazon.com/images/I/41TBJeZfjgL._SL75_.jpg,B01636IJQG,,,,,,,
drug addiction books,06:46.4,7,68,Life,Keith Richards,"Little, Brown and Company",536,00:00.0,42545,https://images-na.ssl-images-amazon.com/images/I/51dfdc-I5LL._SL75_.jpg,B003UBTX72,,,,,,,
drug addiction books,06:47.7,8,72,Allen Carr's Easy Way To Stop Smoking,Allen Carr,Clarity Marketing USA LLC,275,00:00.0,9355,https://images-na.ssl-images-amazon.com/images/I/51TR%2BW3AlaL._SL75_.jpg,B01EVMK0H0,,,,,,,
drug addiction books,06:47.7,8,76,Adult Children of Alcoholics: Expanded Edition,Janet   G. Woititz,Health Communications Inc EB,242,00:00.0,34181,https://images-na.ssl-images-amazon.com/images/I/51Otxouq2ML._SL75_.jpg,B004FN1ST0,,,,,,,
drug addiction books,06:47.7,8,80,The Autobiography of Gucci Mane,Gucci Mane,Simon & Schuster,305,00:00.0,88078,https://images-na.ssl-images-amazon.com/images/I/518J3d7-lWL._SL75_.jpg,B06ZXWGVWL,,,,,,,
drug addiction books,06:48.7,9,84,Storm Prey (The Prey Series Book 20),John Sandford,G.P. Putnam's Sons,420,00:00.0,15869,https://images-na.ssl-images-amazon.com/images/I/51XeVdvrklL._SL75_.jpg,B003NX7O00,,,,,,,
drug addiction books,06:48.7,9,88,The Mood Cure: The 4-Step Program to Take Charge of Your Emotions--Today,Julia Ross MA,Penguin Books,399,00:00.0,42057,https://images-na.ssl-images-amazon.com/images/I/51cnsK70HvL._SL75_.jpg,B000QCTPP8,,,,,,,
drug addiction books,06:50.1,10,92,Midnight Blue,L.J. Shen,NULL,340,00:00.0,2547,https://images-na.ssl-images-amazon.com/images/I/51vrSaqOplL._SL75_.jpg,B0793DH5TP,,,,,,,
drug addiction books,06:50.1,10,96,Addiction (Seven Deadly Sins Book 1),Shantel Tessier,Shantel Tessier,367,00:00.0,13902,https://images-na.ssl-images-amazon.com/images/I/51SnDl0AnKL._SL75_.jpg,B016LQPHRM,,,,,,,
drug addiction books,06:50.1,10,100,Go Ask Alice (Anonymous Diaries),Anonymous,Simon Pulse,192,00:00.0,40443,https://images-na.ssl-images-amazon.com/images/I/31gV3KeEqqL._SL75_.jpg,B000FC0PA8,,,,,,,
drug addiction books,06:39.9,1,1,High Achiever: The Shocking True Story of One Addict's Double Life,Tiffany D. Jenkins,NULL,429,00:00.0,11876,https://images-na.ssl-images-amazon.com/images/I/51cHrCh7Q1L._SL75_.jpg,B077J69QSK,,,,,,,
drug addiction books,06:39.9,1,5,Saving Jake: When Addiction Hits Home,D'Anne Burwell,FocusUp Books,317,00:00.0,112740,https://images-na.ssl-images-amazon.com/images/I/51e0ZnJKRYL._SL75_.jpg,B015DG8EHG,,,,,,,
drug addiction books,06:39.9,1,9,When Your Partner Has an Addiction: How Compassion Can Transform Your Relationship (and Heal You Both in the Process),Christopher Kennedy Lawford,BenBella Books,234,00:00.0,133113,https://images-na.ssl-images-amazon.com/images/I/51QDFTWFv%2BL._SL75_.jpg,B01EEQ9BGO,,,,,,,
drug addiction books,06:40.9,2,13,Daisy Jones & The Six: A Novel,Taylor Jenkins Reid,Ballantine Books,336,00:00.0,157,https://images-na.ssl-images-amazon.com/images/I/51zVMq4SniL._SL75_.jpg,B07DMZ5YR9,,,,,,,
drug addiction books,06:40.9,2,17,Rewired: A Bold New Approach To Addiction and Recovery,Erica Spiegelman,Hatherleigh Press,144,00:00.0,106097,https://images-na.ssl-images-amazon.com/images/I/51E99bHCmtL._SL75_.jpg,B00N6PBBCM,,,,,,,
drug addiction books,06:42.2,3,21,The Dirt: Confessions of the World's Most Notorious Rock Band,Tommy Lee,Dey Street Books,448,00:00.0,869,https://images-na.ssl-images-amazon.com/images/I/51elsMrnPaL._SL75_.jpg,B00JOFS5BS,,,,,,,
drug addiction books,06:42.2,3,25,Never Enough: The Neuroscience and Experience of Addiction,Judith Grisel,Doubleday,238,00:00.0,26295,https://images-na.ssl-images-amazon.com/images/I/619xWwN2ZLL._SL75_.jpg,B07CR2LTRD,,,,,,,
drug addiction books,06:42.2,3,29,If You Love Me: A Mother's Journey Through Her Daughter's Opioid Addiction,Maureen Cavanagh,Henry Holt and Co.,210,00:00.0,222199,https://images-na.ssl-images-amazon.com/images/I/410ucRU2j4L._SL75_.jpg,B079DVZDCK,,,,,,,
drug addiction books,06:43.1,4,33,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,Hazelden Publishing,278,00:00.0,3500,https://images-na.ssl-images-amazon.com/images/I/510KsT7wy3L._SL75_.jpg,B00BS027FC,,,,,,,
drug addiction books,06:43.1,4,37,Blitzed: Drugs in the Third Reich,Norman Ohler,Mariner Books,306,00:00.0,21122,https://images-na.ssl-images-amazon.com/images/I/519UzSd1D-L._SL75_.jpg,B01IAS9G94,,,,,,,
drug addiction books,06:44.3,5,41,All the Ugly and Wonderful Things: A Novel,Bryn Greenwood,Thomas Dunne Books,352,00:00.0,7829,https://images-na.ssl-images-amazon.com/images/I/51hIoJxA9qL._SL75_.jpg,B01ARRWOOU,,,,,,,
drug addiction books,06:44.3,5,45,12 Smart Things to Do When the Booze and Drugs Are Gone: Choosing Emotional Sobriety through Self-Awareness and Right Action,Allen Berger,Hazelden Publishing,194,00:00.0,206083,https://images-na.ssl-images-amazon.com/images/I/41Pm2vCmNwL._SL75_.jpg,B00BS02D1A,,,,,,,
drug addiction books,06:44.3,5,49,Fortify: The Fighter's Guide to Overcoming Pornography Addiction,Fight the New Drug,Familius,224,00:00.0,247416,https://images-na.ssl-images-amazon.com/images/I/61vsO-crSJL._SL75_.jpg,B01B188OOS,,,,,,,
drug addiction books,06:45.5,6,53,Lost Connections: Uncovering the Real Causes of Depression ????? and the Unexpected Solutions,Johann Hari,Bloomsbury USA,337,00:00.0,8870,https://images-na.ssl-images-amazon.com/images/I/41XZjaA9%2B6L._SL75_.jpg,B07583XJRW,,,,,,,
drug addiction books,06:45.5,6,57,Fearless: The Undaunted Courage and Ultimate Sacrifice of Navy SEAL Team SIX Operator Adam Brown,Eric Blehm,WaterBrook,274,00:00.0,24094,https://images-na.ssl-images-amazon.com/images/I/51RV7Etv9NL._SL75_.jpg,B006ZAZ31U,,,,,,,
drug addiction books,06:46.4,7,61,How to Quit Meth Now!: A Self-Help Guide to Kicking Your Methamphetamine or Cocaine Addiction,Jay Hotrum,NULL,NULL,00:00.0,125424,https://images-na.ssl-images-amazon.com/images/I/41RyRqyPjsL._SL75_.jpg,B07HDH8XJ2,,,,,,,
drug addiction books,06:46.4,7,65,Heroine,Mindy McGinnis,Katherine Tegen Books,432,00:00.0,78477,https://images-na.ssl-images-amazon.com/images/I/41jIuYxxb6L._SL75_.jpg,B078GL7FTM,,,,,,,
drug addiction books,06:46.4,7,69,Refuge Recovery: A Buddhist Path to Recovering from Addiction,Noah Levine,HarperOne,273,00:00.0,110247,https://images-na.ssl-images-amazon.com/images/I/41sSuLIXFiL._SL75_.jpg,B00FJ3155C,,,,,,,
drug addiction books,06:47.7,8,73,Courage to Change?????One Day at a Time in Al?Anon II,Al-Anon Family Groups,Al-Anon Family Groups,376,00:00.0,14926,https://images-na.ssl-images-amazon.com/images/I/41gxkn6vR5L._SL75_.jpg,B018W8HVNU,,,,,,,
drug addiction books,06:47.7,8,77,Dry: A Memoir,Augusten Burroughs,Picador,324,00:00.0,38941,https://images-na.ssl-images-amazon.com/images/I/41%2BOYwZEYGL._SL75_.jpg,B00BY5QYA0,,,,,,,
drug addiction books,06:48.7,9,81,Pain Killer: An Empire of Deceit and the Origin of America's Opioid Epidemic,Barry Meier,Random House,211,00:00.0,69428,https://images-na.ssl-images-amazon.com/images/I/413FFvzPodL._SL75_.jpg,B0782X9R1W,,,,,,,
drug addiction books,06:48.7,9,85,Together: A Memoir of a Marriage and a Medical Mishap,Judy Goldman,Nan A. Talese,268,00:00.0,40564,https://images-na.ssl-images-amazon.com/images/I/51n%2BDLznI-L._SL75_.jpg,B07D239P95,,,,,,,
drug addiction books,06:48.7,9,89,The Electric Kool-Aid Acid Test,Tom Wolfe,"Farrar, Straus and Giroux",436,00:00.0,29792,https://images-na.ssl-images-amazon.com/images/I/51Sy9AWkIVL._SL75_.jpg,B0046A9M7M,,,,,,,
drug addiction books,06:50.1,10,93,"Hey, Kiddo (National Book Award Finalist)",Jarrett J. Krosoczka,Graphix,320,00:00.0,54294,https://images-na.ssl-images-amazon.com/images/I/51fmkMWDZ0L._SL75_.jpg,B078TP3D3Q,,,,,,,
drug addiction books,06:50.1,10,97,5 Years Later (True Hearts Book 1),Jaxson Kidman,NULL,337,00:00.0,3592,https://images-na.ssl-images-amazon.com/images/I/51n-jqQ42TL._SL75_.jpg,B071KVX3LH,,,,,,,
drug addiction books,06:39.9,1,3,Unbroken Brain: A Revolutionary New Way of Understanding Addiction,Maia Szalavitz,St. Martin's Press,349,00:00.0,51433,https://images-na.ssl-images-amazon.com/images/I/41AYXRySrwL._SL75_.jpg,B014PF3P84,,,,,,,
drug addiction books,06:39.9,1,7,Mastering the Addicted Brain: Building a Sane and Meaningful Life to Stay Clean,Walter Ling,New World Library,162,00:00.0,221752,https://images-na.ssl-images-amazon.com/images/I/51mF-kR--%2BL._SL75_.jpg,B073ZK9BK3,,,,,,,
drug addiction books,06:40.9,2,11,Teenage Degenerate: A Memoir that Explores the Depths of Methamphetamine and Drug Addiction,S. C. Sterling,No Bueno Publishing,260,00:00.0,17089,https://images-na.ssl-images-amazon.com/images/I/41vTWaJ0APL._SL75_.jpg,B017I16J44,,,,,,,
drug addiction books,06:40.9,2,15,Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,Mariner Books,337,00:00.0,9957,https://images-na.ssl-images-amazon.com/images/I/51YcNC%2Bul6L._SL75_.jpg,B003JTHWLE,,,,,,,
drug addiction books,06:40.9,2,19,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",Michael Pollan,Penguin Press,477,00:00.0,1811,https://images-na.ssl-images-amazon.com/images/I/41sTsjR3bcL._SL75_.jpg,B076GPJXWZ,,,,,,,
drug addiction books,06:42.2,3,23,The Heroin Diaries: Ten Year Anniversary Edition: A Year in the Life of a Shattered Rock Star,Nikki Sixx,MTV Books,512,00:00.0,2743,https://images-na.ssl-images-amazon.com/images/I/51Dydm1h1qL._SL75_.jpg,B000UZPIAW,,,,,,,
drug addiction books,06:42.2,3,27,Chasing the Scream: The First and Last Days of the War on Drugs,Johann Hari,Bloomsbury USA,404,00:00.0,17762,https://images-na.ssl-images-amazon.com/images/I/51345h-XnuL._SL75_.jpg,B00OZM4ANM,,,,,,,
drug addiction books,06:43.1,4,31,"The Mindfulness Workbook for Addiction: A Guide to Coping with the Grief, Stress and Anger that Trigger Addictive Behaviors (A New Harbinger Self-Help Workbook)",Rebecca E. Williams,New Harbinger Publications,234,00:00.0,142286,https://images-na.ssl-images-amazon.com/images/I/51SFzEuV3VL._SL75_.jpg,B008KZUHUK,,,,,,,
drug addiction books,06:43.1,4,35,Dreamland: The True Tale of America's Opiate Epidemic,Sam Quinones,Bloomsbury Press,383,00:00.0,9010,https://images-na.ssl-images-amazon.com/images/I/51x56REyXrL._SL75_.jpg,B00U19DTS0,,,,,,,
drug addiction books,06:43.1,4,39,"The Alcohol Experiment: A 30-day, Alcohol-Free Challenge to Interrupt Your Habits and Help You Take Control",Annie Grace,Avery,251,00:00.0,17925,https://images-na.ssl-images-amazon.com/images/I/41KgDuqOQcL._SL75_.jpg,B07DZK11VD,,,,,,,
drug addiction books,06:44.3,5,43,Relatively Criminal: A Memoir,Donna Abear,Moonshadow Books,360,00:00.0,292140,https://images-na.ssl-images-amazon.com/images/I/51fAkZNgJxL._SL75_.jpg,B00FB1FGRU,,,,,,,
drug addiction books,06:44.3,5,47,Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss,Joel Fuhrman,Back Bay Books,401,00:00.0,16158,https://images-na.ssl-images-amazon.com/images/I/51rU2e-HWGL._SL75_.jpg,B0047Y175M,,,,,,,
drug addiction books,06:45.5,6,51,Jesus and the Addict: Twelve  Bible  Studies  for  People  Getting  Free  from  Drugs,Pam Morrison,"Living Parables of Central Florida, Inc.",186,00:00.0,411755,https://images-na.ssl-images-amazon.com/images/I/51eqzXodVML._SL75_.jpg,B07Q1JKT29,,,,,,,
drug addiction books,06:45.5,6,55,Quitting Crystal Meth: What to Expect & What to Do :  A Handbook for the first Year of Recovery from Crystal Methamphetamine,Joseph Sharp,NULL,141,00:00.0,153054,https://images-na.ssl-images-amazon.com/images/I/41T75MFwrvL._SL75_.jpg,B00DHKVTAA,,,,,,,
drug addiction books,06:45.5,6,59,The Hacking of the American Mind: The Science Behind the Corporate Takeover of Our Bodies and Brains,Robert H. Lustig,Avery,352,00:00.0,31973,https://images-na.ssl-images-amazon.com/images/I/51M9AEzfG0L._SL75_.jpg,B01N802BNX,,,,,,,
drug addiction books,06:46.4,7,63,"Day by Day: Daily Meditations for Recovering Addicts, Second Edition (Hazelden Meditations)",Anonymous,Hazelden Publishing,400,00:00.0,640665,https://images-na.ssl-images-amazon.com/images/I/51t2uyUVNqL._SL75_.jpg,B00BS02BIK,,,,,,,
drug addiction books,06:46.4,7,67,Victoria's Voice: Our daughter's dying wish to share her diary and save lives,Jackie Siegel,Momosa Publishing LLC,325,00:00.0,6548,https://images-na.ssl-images-amazon.com/images/I/512-PYzLt6L._SL75_.jpg,B07LFLDP5G,,,,,,,
drug addiction books,06:47.7,8,71,My Cross to Bear,Gregg Allman,William Morrow,561,00:00.0,6836,https://images-na.ssl-images-amazon.com/images/I/51vTbnjcIuL._SL75_.jpg,B005O078LK,,,,,,,
drug addiction books,06:47.7,8,75,Through Pinpoint Eyes: An Addiction Memoir,Will Heintz,Alternative Book Press,432,00:00.0,132831,https://images-na.ssl-images-amazon.com/images/I/51FoukBJzEL._SL75_.jpg,B01N4Q13LJ,,,,,,,
drug addiction books,06:47.7,8,79,"Opiate Addiction - The Painkiller Addiction Epidemic, Heroin Addiction and the Way Out",Taite Adams,Rapid Response Press,228,00:00.0,124090,https://images-na.ssl-images-amazon.com/images/I/516f34UYrIL._SL75_.jpg,B00CZDRHJW,,,,,,,
drug addiction books,06:48.7,9,83,Narcotics Anonymous,Narcotics Anonymous Fellowship,NULL,425,00:00.0,70051,https://images-na.ssl-images-amazon.com/images/I/31whz5YwoVL._SL75_.jpg,B009G3N71G,,,,,,,
drug addiction books,06:48.7,9,87,The Oshkosh Connection (Max Fend Book 2),Andrew Watts,Point Whiskey Publishing,338,00:00.0,7736,https://images-na.ssl-images-amazon.com/images/I/513Ai4MJcuL._SL75_.jpg,B07BGCMXN9,,,,,,,
drug addiction books,06:50.1,10,91,Best Friend With Benefits: A Second Chance Romance,B. B. Hamel,NULL,219,00:00.0,15494,https://images-na.ssl-images-amazon.com/images/I/51wyRaNDkTL._SL75_.jpg,B075HM54G5,,,,,,,
drug addiction books,06:50.1,10,95,Beyond Addiction: How Science and Kindness Help People Change,Jeffrey Foote,Scribner,337,00:00.0,112584,https://images-na.ssl-images-amazon.com/images/I/51h1S6ABxiL._SL75_.jpg,B00DPM7XHI,,,,,,,
drug addiction books,06:50.1,10,99,Ten Two Jack: Hunting Lee Child's Jack Reacher (The Hunt For Jack Reacher Series Book 10),Diane Capri,AugustBooks,332,00:00.0,22960,https://images-na.ssl-images-amazon.com/images/I/416v24D1d3L._SL75_.jpg,B07CK4D6PK,,,,,,,
drug addiction books,06:39.9,1,2,Don't let Your Kids Kill You: A Guide for Parents of Drug and Alcohol Addicted Children,Charles Rubin,New Century Publishers,228,00:00.0,138247,https://images-na.ssl-images-amazon.com/images/I/51ZRlnkp95L._SL75_.jpg,B005LQQWIM,,,,,,,
drug addiction books,06:39.9,1,6,High til I Die: The Dirty Mind of a Drug Addict,April P,April P,26,00:00.0,92966,https://images-na.ssl-images-amazon.com/images/I/51CcxFDVuFL._SL75_.jpg,B01747K3YO,,,,,,,
drug addiction books,06:39.9,1,10,American Drug Addict: a memoir,Brett Douglas,NULL,397,00:00.0,10604,https://images-na.ssl-images-amazon.com/images/I/51lOJ8Gk-xL._SL75_.jpg,B0731LG7D2,,,,,,,
drug addiction books,06:40.9,2,14,"High: Everything You Want to Know About Drugs, Alcohol, and Addiction",David Sheff,HMH Books for Young Readers,272,00:00.0,264457,https://images-na.ssl-images-amazon.com/images/I/51AFLZuwduL._SL75_.jpg,B078FH3RQ1,,,,,,,
drug addiction books,06:40.9,2,18,In My Skin: A Memoir of Addiction,Kate Holden,Arcade,305,00:00.0,39965,https://images-na.ssl-images-amazon.com/images/I/31PL-Et6-iL._SL75_.jpg,B00EBO2D2O,,,,,,,
drug addiction books,06:42.2,3,22,Bad Choices Make Good Stories: The Heroin Scene in Fort Myers (How The Great American Opioid Epidemic of The 21st Century Began Book 2),Oliver Markus Malloy,Becker and Malloy LLC,330,00:00.0,61838,https://images-na.ssl-images-amazon.com/images/I/51ymGu3kVrL._SL75_.jpg,B075LM93XT,,,,,,,
